4639652	189
256	336
2800	2800
3734	3733
5021	5233
5531	8237
9192	9305
9894	12162
14080	14167
15299	15444
16558	16951
17007	17488
18656	18714
19621	21180
21400	21406
22349	22390
25208	25206
25702	25825
26276	26276
27228	27292
28208	28373
29196	29650
30800	30816
34039	34299
34696	42402
43174	43187
44130	44179
45467	45462
45751	45806
47139	47245
47777	47768
49632	49822
50303	57363
58180	70386
71266	71350
72116	77366
77594	77387
77520	77620
78800	84367
85313	85629
87355	87356
87849	88027
89033	89633
90093	90093
91036	91031
91398	91412
93180	93165
94654	94649
96009	96001
97085	97086
98404	98402
99648	99643
100712	100764
102241	102232
103154	103154
103986	103981
105245	105304
106457	106556
107475	107704
108218	108278
110985	111043
111434	113443
114488	118732
119285	119280
120136	122091
122857	123016
125681	125694
127588	127911
129337	131614
134213	134387
134751	137082
138634	141430
141968	142778
143706	143701
144473	144576
145018	145080
146311	146967
147871	162104
164535	164729
167265	167483
169728	169777
170576	170574
171466	171461
173445	175106
176529	176609
176955	179236
180755	180883
182309	182462
183621	189711
189848	189873
190600	190856
191709	191854
192581	192871
193430	193520
194718	194902
195665	195676
196535	196545
197899	197927
200361	200481
200968	200970
201997	202100
202557	202559
203349	203347
204497	204492
205090	205125
208609	208620
209581	209678
211821	211876
212267	212330
213630	214290
214837	214832
215256	215268
215980	222832
223409	223770
225313	225380
225458	225499
225576	225758
228663	228755
228876	228927
229005	229166
229971	231121
231923	231925
232550	234815
235539	236066
236799	236930
237008	237334
238121	240342
240817	243542
244122	244326
245095	246711
247462	247636
248135	250897
251954	252004
252299	252300
252700	252708
253162	255976
256436	256526
257772	257828
258231	259611
260716	260726
261981	262094
262171	269826
270979	271803
271879	274548
275953	275938
276872	281480
282411	282424
284393	284618
286002	286012
287624	296429
296479	302214
302830	311335
311564	314514
314815	314810
315678	319450
320306	320831
321552	321561
322990	322981
323678	328686
330721	331594
332684	334503
335110	335148
336013	336001
337550	337548
338968	339388
340340	340348
341732	342107
343158	343399
344216	344627
344874	345707
345984	347905
348797	349235
350406	350438
351891	351929
353817	354145
355406	355394
356679	358022
358683	358712
359184	359215
360371	367834
369500	369500
370446	370447
371330	371338
372149	372144
373096	373091
374106	374682
375895	375995
376536	380574
380941	380897
381804	384455
385419	385430
386199	386194
387023	387018
387871	393729
394354	395862
397084	397095
398191	398816
399030	400609
400871	400970
402387	402504
402826	402926
404043	404987
405447	405628
406154	406202
406395	406651
407330	407400
407686	409367
410277	416365
417056	417112
418409	418814
420135	420209
421584	421738
423557	424234
425306	425360
426489	426510
426844	426870
428719	428728
429701	429828
430177	432225
432676	432678
433783	433870
434342	434360
434781	434857
435836	435812
436332	440772
442222	443906
444399	453695
454014	454356
455656	455900
456525	456649
457925	458111
460467	460674
460948	461138
463011	463160
463533	463625
464025	466635
467455	467606
468066	468094
469868	469859
471642	471821
472161	472189
473477	474602
475176	475671
475786	475895
476250	484984
485633	485759
489123	490105
490484	490635
491188	491315
493248	493299
493630	493628
494235	494343
496219	496398
497044	497278
498242	499348
500654	504137
505791	506427
506512	507441
507784	510864
511798	511799
513093	513216
513625	515142
515821	515806
516587	518956
519644	519639
522055	522484
526766	526804
527174	531674
532158	532234
533051	533139
534922	534933
535711	535809
536689	536856
538312	538370
539733	539788
541091	541111
542258	545903
547572	548849
549666	549661
550556	553833
555220	557434
557978	558196
558890	558919
561524	561558
562543	562552
563069	563945
564023	566064
566365	566360
567228	567537
567871	568124
569652	570115
570668	570676
571475	571590
571693	571688
572145	572143
572315	572306
572598	572593
572957	572952
573094	573178
573563	576620
576837	576835
577334	577329
577792	577549
577733	579102
579310	580056
580603	582903
583654	585279
585325	594822
596197	596353
596687	596701
597926	597936
601081	601181
602559	606956
607016	607058
607212	607287
608401	612037
613163	613164
613384	613379
617262	617476
618611	621522
622774	624107
625284	625292
626904	626916
627775	627773
628521	628522
628937	629116
631223	631404
631603	632808
633970	638167
638732	638975
640542	641310
642550	651457
653117	653084
653766	655779
656341	656514
656725	658169
658374	674240
674724	675933
676642	676637
678066	678730
679439	679434
680887	694323
695500	703166
705114	705315
706981	707556
708964	709012
709340	712209
712756	712780
714422	714634
715130	719805
720064	728356
728564	728805
733000	732998
733326	734872
735443	737314
738077	738223
738734	738729
740149	742049
742794	742815
743473	743465
744399	744387
745123	745157
745950	754399
754790	754782
755131	755129
756897	756911
757629	757928
760731	760744
761963	762236
763404	763402
764273	765206
767184	767200
769835	770680
772250	772264
773405	773418
773533	773531
773826	773974
774380	774375
775069	775071
775501	775564
776831	776962
778256	778289
778812	778820
779613	779776
779853	779987
780064	780065
780142	780290
780367	780369
780446	780591
780668	780799
780876	781307
782352	782388
783109	784855
785909	793995
794146	794311
795086	795084
795775	795776
796836	797808
798805	799981
801035	801109
802544	802725
804988	808566
809608	809603
810759	810744
811501	811492
812171	812748
814771	816266
817257	817277
817791	817792
818279	818270
818517	818517
818971	819106
819812	820015
820730	823852
824264	830094
831460	832292
834444	834470
835434	835573
836660	841554
842482	849672
850189	851893
852164	852405
852874	852869
853989	855185
856779	862864
863528	865790
866757	866742
868615	868633
870173	870189
871111	871112
872025	872201
874551	874557
875887	877470
877855	877964
879081	879949
881153	882895
884129	886645
887183	889311
889690	890135
890424	890406
891130	891189
892093	892179
892657	893006
894120	894213
895348	895356
